2.4358656680015	'SR190'
3.1038193750028	'SR190'
3.5857495840028	'SR1117'
3.9889970790027	'SR190'
4.3697429280001	'SR155'
4.6718555940024	'SR190'
4.996115457001	'SR1117'
5.3008957560014	'SR190'
5.6460277660008	'SR155'
5.8442778420031	'SR190'
6.0787701220033	'SR1117'
6.2713087670018	'SR190'
6.4516373470033	'SR155'
6.6360548000011	'SR190'
6.7980487660025	'SR1117'
6.9941759290014	'SR190'
7.191969923002	'SR155'
7.3427008360013	'SR190'
7.5440179510006	'SR1117'
7.6967256530006	'SR190'
7.9118353150006	'SR155'
8.0262525360013	'SR190'
