0.001228278997587	"SR211"
0.0014117979881121	"SR21"
0.071297249000054	"SR174"
0.098734111001249	"SR192"
0.11055492900778	"SR1126"
0.3105763670028	"SR197"
0.32878344701021	"SR163"
0.35825453899452	"SR230"
0.36872722400585	"SR136"
0.37760993899428	"SR257"
0.39049236000574	"SR11"
0.39766653999686	"SR263"
0.39881487601087	"SR11"
0.39934255499975	"SR263"
0.4476130779949	"SR251"
0.46754524800053	"SR242"
0.48769681299746	"SR237"
0.50796032599465	"SR235"
0.54955949400028	"SR234"
0.56945297800121	"SR233"
0.5787384990108	"SR117"
0.58944787799555	"SR232"
0.5906150140072	"SR163"
0.60984011599794	"SR231"
0.61883977599791	"SR187"
0.62188201698882	"SR230"
0.63068403200305	"SR1126"
0.64939066799707	"SR221"
0.67099881899776	"SR21"
0.86945804400602	"SR199"
0.88879256100336	"SR163"
0.90879957099969	"SR161"
0.92874027699872	"SR11"
0.96014305300196	"SR213"
0.9794524369936	"SR231"
1.0008259000024	"SR239"
1.0194626729935	"SR241"
1.0594015029928	"SR240"
1.0795456880005	"SR234"
1.0887279140006	"SR129"
1.0994221839937	"SR232"
1.1095397050085	"SR163"
1.119478536988	"SR232"
1.1289062319993	"SR180"
1.1488234470016	"SR1122"
1.1580460819969	"SR232"
1.1587637839984	"SR1126"
1.1592541150021	"SR232"
1.1613181569992	"SR1126"
1.1795452649967	"SR232"
1.1994818269886	"SR231"
1.219472953002	"SR230"
1.2795456289896	"SR229"
1.2993828619947	"SR219"
1.3194396859908	"SR21"
1.3888346890017	"SR190"
1.3987181010016	"SR163"
1.4288162400044	"SR146"
1.4389219730074	"SR11"
1.509537135993	"SR25"
1.5294358409883	"SR230"
1.5498811959988	"SR237"
1.5697967129963	"SR238"
1.6287680100068	"SR113"
1.6390632060065	"SR163"
1.6687321200006	"SR174"
1.6693713249988	"SR238"
1.6710054720024	"SR174"
1.6787652460043	"SR197"
1.6894404699997	"SR233"
1.7088935960055	"SR1126"
1.7096898989985	"SR223"
1.7104427980084	"SR1126"
1.7293578599929	"SR25"
1.7493687389942	"SR21"
1.8304732640099	"SR1124"
1.8488994750078	"SR188"
1.8709158920101	"SR164"
1.8890571950033	"SR163"
1.910532103997	"SR152"
1.9287648710015	"SR121"
1.9493379269989	"SR212"
1.9507054499991	"SR11"
1.9593777089904	"SR233"
1.9877926949994	"SR240"
1.997717123988	"SR241"
2.0676028799935	"SR238"
2.0791052540008	"SR114"
2.0882078529976	"SR232"
2.0987535029999	"SR163"
2.1078183729987	"SR215"
2.1176498610002	"SR21"
2.1205773870024	"SR173"
2.1389459269994	"SR197"
2.1587349900074	"SR1126"
2.2377858599939	"SR214"
2.238761273009	"SR179"
2.2392790229933	"SR214"
2.2404046630108	"SR179"
2.2587746080098	"SR163"
2.25956287999	"SR231"
2.2604390400084	"SR163"
2.2789191479969	"SR160"
2.2795414589928	"SR241"
2.2804329760111	"SR160"
2.2988262150029	"SR124"
2.2995144579909	"SR246"
2.3004794560111	"SR124"
2.3105368750112	"SR11"
2.3495150429953	"SR242"
2.3598915959883	"SR231"
2.3895594560017	"SR211"
2.3995759739919	"SR21"
2.4189349040098	"SR147"
2.4390973060072	"SR163"
2.4572641109989	"SR187"
2.4706373450026	"SR1126"
2.5395328759914	"SR29"
2.5494273509976	"SR216"
2.5506337109982	"SR180"
2.5688082420093	"SR163"
2.579626916995	"SR222"
2.5895904729987	"SR225"
2.5905330240057	"SR153"
2.6087444320001	"SR135"
2.6295038349926	"SR222"
2.630552816001	"SR134"
2.6490268549969	"SR149"
2.65944394299	"SR29"
2.6704425249918	"SR21"
2.6709259150084	"SR163"
2.6891601469979	"SR178"
2.710545998998	"SR198"
2.7287478850049	"SR1101"
2.7396475290006	"SR215"
2.7494061889884	"SR233"
2.7506771250046	"SR184"
2.7688960560045	"SR163"
2.7795555659977	"SR238"
2.8189117580041	"SR144"
2.8195302339882	"SR230"
2.8208795710088	"SR144"
2.8298628649936	"SR210"
2.8388527770003	"SR146"
2.8495512279915	"SR21"
2.8587384260027	"SR163"
2.878741425011	"SR169"
2.8989288840094	"SR187"
2.9185570210102	"SR194"
2.9295806409937	"SR218"
2.9387694629986	"SR181"
2.9495865859935	"SR235"
2.9587746390025	"SR163"
2.9701971909963	"SR241"
3.009512507997	"SR239"
3.0295520299987	"SR231"
3.0496849749907	"SR213"
3.0691615950054	"SR173"
3.0696365939948	"SR21"
3.0725545629975	"SR173"
3.0787601729971	"SR184"
3.110478809991	"SR24"
3.1189349010092	"SR164"
3.129444856997	"SR217"
3.149137394008	"SR163"
3.1496619849931	"SR232"
3.1505520250066	"SR163"
3.1695520299982	"SR238"
3.189585242988	"SR240"
3.2096521389904	"SR239"
3.2297455399967	"SR230"
3.2487223229982	"SR172"
3.2493692429998	"SR210"
3.2503720719978	"SR172"
3.2687581089995	"SR195"
3.2695782980009	"SR21"
3.2705050880031	"SR195"
3.2887479920028	"SR1100"
3.3087444550038	"SR179"
3.3287512130046	"SR163"
3.3497150909971	"SR211"
3.3695866709895	"SR225"
3.3787563450023	"SR163"
3.3894233460014	"SR232"
3.3905544180016	"SR163"
3.4101183899911	"SR233"
3.4390817940002	"SR177"
3.4494449619961	"SR230"
3.4691409720108	"SR178"
3.4694453169941	"SR218"
3.4705026180018	"SR178"
3.4787675539992	"SR173"
3.4896269149904	"SR23"
3.5087442490039	"SR163"
3.5105648239987	"SR21"
3.5106629710062	"SR163"
3.5493515339913	"SR29"
3.5505893299996	"SR163"
3.5695405339939	"SR228"
3.5787618680042	"SR163"
